setting,layer,depth,frac_coned,median_delta0,median_delta_min,frac_apex_bos,mean_sink_mass,frac_h1_zero,rel_gap,pearson_P0_star,spearman_P0_star
triviaqa_tinyllama,0,0.0,0.0,0.13894352316856384,0.1363239511847496,0.0035,0.04699691495645894,0.0,0.0457568279778867,0.999982763332326,0.9995121368451035
triviaqa_tinyllama,1,0.047619047619047616,0.0,0.42533987760543823,0.42533987760543823,1.0,0.05369357697567824,0.0,0.1379802395490977,0.9998975493904634,0.9998523099531083
triviaqa_tinyllama,2,0.09523809523809523,0.0,0.5077133178710938,0.4431276321411133,0.0,0.042401412958952577,0.048,0.19507417119258594,0.999530197425962,0.9997242249124414
triviaqa_tinyllama,3,0.14285714285714285,1.0,0.0,0.0,1.0,0.8283638153794668,1.0,0.0,1.0,1.0
triviaqa_tinyllama,4,0.19047619047619047,1.0,0.0,0.0,1.0,0.8821470236348167,1.0,0.0,0.9999999999999999,1.0
triviaqa_tinyllama,5,0.23809523809523808,1.0,0.0,0.0,1.0,0.8377879229182849,1.0,0.0,1.0,1.0
triviaqa_tinyllama,6,0.2857142857142857,1.0,0.0,0.0,1.0,0.7748266492734863,1.0,0.0,1.0,1.0
triviaqa_tinyllama,7,0.3333333333333333,1.0,0.0,0.0,1.0,0.7353945852517677,1.0,0.0,1.0,1.0
triviaqa_tinyllama,8,0.38095238095238093,1.0,0.0,0.0,1.0,0.6815436206000179,1.0,0.0,1.0,1.0
triviaqa_tinyllama,9,0.42857142857142855,1.0,0.0,0.0,1.0,0.5166234205887811,1.0,0.0,0.9999999999999999,1.0
triviaqa_tinyllama,10,0.47619047619047616,1.0,0.0,0.0,1.0,0.5133894096808487,1.0,0.0,1.0,1.0
triviaqa_tinyllama,11,0.5238095238095238,0.0,0.16536712646484375,0.16536712646484375,1.0,0.4983632937013844,1.0,0.033588176762405296,0.9999679371979637,0.9999469344831518
triviaqa_tinyllama,12,0.5714285714285714,0.0,0.21938514709472656,0.21938514709472656,1.0,0.4030515720662179,1.0,0.05528173144767916,0.9999439260492623,0.999917202973712
triviaqa_tinyllama,13,0.6190476190476191,0.0,0.2147979736328125,0.2147979736328125,1.0,0.4061508187385202,1.0,0.04125703586423131,0.9999658643942906,0.9999502539842056
triviaqa_tinyllama,14,0.6666666666666666,0.0,0.3052501678466797,0.3052501678466797,1.0,0.36973374951193516,1.0,0.09896983479560394,0.9998925888771514,0.9998546979538665
triviaqa_tinyllama,15,0.7142857142857143,0.0,0.15297603607177734,0.15297603607177734,1.0,0.45436413033836226,1.0,0.026749592313795048,0.9999609518766871,0.9999417969815207
triviaqa_tinyllama,16,0.7619047619047619,0.0,0.2405991554260254,0.2405991554260254,1.0,0.43519475934322055,1.0,0.0787098008333379,0.9998880609610309,0.9998329149469506
triviaqa_tinyllama,17,0.8095238095238095,0.0,0.16248512268066406,0.16248512268066406,1.0,0.4949133019079588,0.027,0.038007525483250704,0.9999311469787145,0.9999031539692514
triviaqa_tinyllama,18,0.8571428571428571,0.0,0.27997589111328125,0.27997589111328125,1.0,0.49845960665880557,0.0,0.07875944027902256,0.9998117409816972,0.9997394604172786
triviaqa_tinyllama,19,0.9047619047619048,0.0,0.1797027587890625,0.1797027587890625,1.0,0.5421752431739594,0.0,0.030290289069493097,0.999936807769613,0.9999067554703948
triviaqa_tinyllama,20,0.9523809523809523,0.0,0.089080810546875,0.089080810546875,1.0,0.5475205392605014,0.0,0.0035016295271536654,0.999995934810882,0.9999916254973411
triviaqa_tinyllama,21,1.0,0.0,0.2810077667236328,0.2810077667236328,1.0,0.48334234941269044,0.0,0.028665877945972685,0.9999528303239724,0.9999276384770251
