setting,bank,dim,auc,auc_seed_sd,within_pair_acc,n_rows,n_groups,pos_rate
triviaqa_mistral,LEN,2.0,0.6350025099978774,0.001674063117374014,,2000,2000,0.3345
triviaqa_mistral,0D,64.0,0.6992045496659512,0.0003076701193075079,,2000,2000,0.3345
triviaqa_mistral,SINK,64.0,0.696343039781501,0.0017221001575391515,,2000,2000,0.3345
triviaqa_mistral,1D,128.0,0.6110311879870491,0.002810294755493799,,2000,2000,0.3345
triviaqa_mistral,DEFL,192.0,0.7205221244801722,0.0023724774955278904,,2000,2000,0.3345
triviaqa_mistral,ANS,192.0,0.6411477933917988,0.003317436749690304,,2000,2000,0.3345
triviaqa_mistral,ROWSTAT,64.0,0.7311606971392762,0.0016490445187487502,,2000,2000,0.3345
triviaqa_mistral,LOGPROB,6.0,0.7187578261958427,0.0004838219780362923,,2000,2000,0.3345
triviaqa_mistral,HIDDEN,4096.0,0.8333294026878877,0.0007215423282511539,,2000,2000,0.3345
triviaqa_mistral,LEX,,0.6765876157715464,0.005019928673449043,,2000,2000,0.3345
triviaqa_mistral,LEGACY_MSTPROXY,32.0,0.6932782593754316,0.0017494551692131672,,2000,2000,0.3345
triviaqa_mistral,LLMCHECK,32.0,0.6862704800665739,0.0019106771284025993,,2000,2000,0.3345
triviaqa_mistral,LOOKBACK,1024.0,0.8220765262977026,0.0035241795573784946,,2000,2000,0.3345
triviaqa_mistral,PH_0D,2048.0,0.7753782123199905,0.0012546072646694658,,2000,2000,0.3345
triviaqa_mistral,PH_0DTOT,1024.0,0.8079306948595019,0.0036597215100142117,,2000,2000,0.3345
triviaqa_mistral,PH_SINK,1024.0,0.8116749154068948,0.002401316425049653,,2000,2000,0.3345
triviaqa_mistral,PH_ENT,1024.0,0.8120679799514622,0.002672541663253913,,2000,2000,0.3345
triviaqa_mistral,0D+SINK,128.0,0.69808824635938,0.001838420284752202,,2000,2000,0.3345
triviaqa_mistral,0D+1D,192.0,0.6921608330273045,0.0035215884113449455,,2000,2000,0.3345
triviaqa_mistral,SINK+DEFL,256.0,0.7393802382869573,0.0019327896464318467,,2000,2000,0.3345
triviaqa_mistral,SINK+ANS,256.0,0.7011676263056762,0.002493798397048461,,2000,2000,0.3345
triviaqa_mistral,SINK+1D,192.0,0.6864883501284198,0.0042105249119082176,,2000,2000,0.3345
triviaqa_mistral,PH_SINK+PH_0DTOT,2048.0,0.813766018783993,0.002216329331397734,,2000,2000,0.3345
triviaqa_mistral,NONTOPO,5222.0,0.8410424520938549,0.001021516168352707,,2000,2000,0.3345
triviaqa_mistral,NONTOPO+0D,5286.0,0.8413254585659433,0.0014690090443690775,,2000,2000,0.3345
triviaqa_mistral,NONTOPO+DEFL,5414.0,0.8410053917225099,0.0011412719144958158,,2000,2000,0.3345
triviaqa_mistral,LOGPROB+0D,70.0,0.7521525899022842,0.000565189623355235,,2000,2000,0.3345
triviaqa_mistral,HIDDEN+0D,4160.0,0.8339347220865214,0.0012329472207958962,,2000,2000,0.3345
triviaqa_mistral,LEX+0D,,0.7226446730208358,0.0030261000684142286,,2000,2000,0.3345
triviaqa_mistral,LEX+SINK,,0.7213486830653195,0.0026579146293660896,,2000,2000,0.3345
triviaqa_mistral,LEX+DEFL,,0.7444956925741123,0.00573543859773965,,2000,2000,0.3345
