setting,layer,depth,frac_coned,median_delta0,median_delta_min,frac_apex_bos,mean_sink_mass,frac_h1_zero,rel_gap,pearson_P0_star,spearman_P0_star,spearman_P0_star_norm,spearman_star_N
triviaqa_qwen3b,0,0.0,0.0,0.39074844121932983,0.36552370712161064,0.0025,0.014872675799555847,0.0,0.17940390547494073,0.9993775176435189,0.9977006117613214,0.4130389049387483,0.9991161740170122
triviaqa_qwen3b,1,0.02857142857142857,0.0,0.3435312323272228,0.3435312323272228,0.993,0.03224062856007601,0.0,0.18457608873155773,0.999852545267604,0.9978973653245287,0.9023173406194457,0.9991161740170122
triviaqa_qwen3b,2,0.05714285714285714,0.0,0.26272398233413696,0.26272398233413696,1.0,0.05482765258592551,0.0,0.13185417850651746,0.9998188270468352,0.9980469967468653,0.9567656874697642,0.9991161740170122
triviaqa_qwen3b,3,0.08571428571428572,1.0,0.0,0.0,1.0,0.7263995541754114,1.0,0.0,1.0,0.9999999999999998,1.0,0.9774669222370058
triviaqa_qwen3b,4,0.11428571428571428,1.0,0.0,0.0,1.0,0.6789151636662659,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.9898207681331145
triviaqa_qwen3b,5,0.14285714285714285,1.0,0.0,0.0,1.0,0.7875538678839057,1.0,0.0,1.0,1.0,1.0,0.9780683776549772
triviaqa_qwen3b,6,0.17142857142857143,1.0,0.0,0.0,1.0,0.6782393632861806,1.0,0.0,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.9880689817959125
triviaqa_qwen3b,7,0.2,1.0,0.0,0.0,1.0,0.706536917568635,1.0,0.0,1.0,1.0,1.0,0.9693376469231347
triviaqa_qwen3b,8,0.22857142857142856,1.0,0.0,0.0,1.0,0.6925392936137027,1.0,0.0,1.0,1.0,1.0,0.9767754667808037
triviaqa_qwen3b,9,0.2571428571428571,1.0,0.0,0.0,1.0,0.6390721176264074,1.0,0.0,0.9999999999999998,1.0,1.0,0.9855712534073556
triviaqa_qwen3b,10,0.2857142857142857,1.0,0.0,0.0,1.0,0.651837110495881,1.0,0.0,1.0,0.9999999999999998,1.0,0.9860133695651448
triviaqa_qwen3b,11,0.3142857142857143,0.999,0.0,0.0,1.0,0.5668593182431348,1.0,0.0,0.9999999914248118,0.9999999984999995,0.9999997959999345,0.9870532005758478
triviaqa_qwen3b,12,0.34285714285714286,0.982,0.0,0.0,1.0,0.5796641951723057,0.9995,0.0,0.9999983181800511,0.999999143499725,0.9999887349963811,0.988631844829348
triviaqa_qwen3b,13,0.37142857142857144,1.0,0.0,0.0,1.0,0.6448087548692131,1.0,0.0,1.0,0.9999999999999998,1.0,0.9930399462358186
triviaqa_qwen3b,14,0.4,0.929,0.0,0.0,1.0,0.4868297425374358,0.995,0.0,0.9999973074564942,0.9999968634989924,0.9999368844797242,0.9933434936192508
triviaqa_qwen3b,15,0.42857142857142855,0.9995,0.0,0.0,1.0,0.5539766809724392,1.0,0.0,0.999999999968905,1.0,1.0,0.9907961546472703
triviaqa_qwen3b,16,0.45714285714285713,0.4175,0.0050160884857177734,0.0050160884857177734,1.0,0.49565836692140186,0.8995,0.00016134051999113175,0.9999752156837078,0.9999566424860714,0.9992957707737663,0.988716669827111
triviaqa_qwen3b,17,0.4857142857142857,0.9975,0.0,0.0,1.0,0.6362701560165097,1.0,0.0,0.9999999692228584,0.9999998949999661,0.9999998559999539,0.9892362109234221
triviaqa_qwen3b,18,0.5142857142857142,0.812,0.0,0.0,1.0,0.4788989137352585,0.984,0.0,0.999994930301389,0.9999915369972813,0.999862592455858,0.9960283744484444
triviaqa_qwen3b,19,0.5428571428571428,0.944,0.0,0.0,1.0,0.5470990506286068,0.9975,0.0,0.9999980229271361,0.999997122999076,0.9999760149922949,0.9888285660097796
triviaqa_qwen3b,20,0.5714285714285714,0.9865,0.0,0.0,1.0,0.6866173301138228,1.0,0.0,0.999999639740351,0.9999999354999789,0.9999996294998806,0.9822955687482178
triviaqa_qwen3b,21,0.6,0.0,0.1085062026977539,0.1085062026977539,1.0,0.5539930242307051,0.0,0.004198696967291672,0.9998297336588843,0.9997947684340692,0.9981293763990623,0.9761627818453531
triviaqa_qwen3b,22,0.6285714285714286,0.982,0.0,0.0,1.0,0.5877070734135783,0.9995,0.0,0.999998999606519,0.9999982824994482,0.9999830589945579,0.9827752049490662
triviaqa_qwen3b,23,0.6571428571428571,0.916,0.0,0.0,1.0,0.4862332765181239,0.9935,0.0,0.999998193508385,0.9999966984989394,0.9999323934782816,0.992900870775614
triviaqa_qwen3b,24,0.6857142857142857,0.015,0.09472876787185669,0.09472876787185669,1.0,0.4471982958011954,0.8585,0.003763930695010129,0.9999429283046372,0.9998734554593476,0.9973978141640479,0.9914289341173083
triviaqa_qwen3b,25,0.7142857142857143,0.777,0.0,0.0,1.0,0.6953328508849597,0.999,0.0,0.9999963527055515,0.9999842289949336,0.9997882224319664,0.9733123458911008
triviaqa_qwen3b,26,0.7428571428571429,0.942,0.0,0.0,1.0,0.5534483596076627,0.9985,0.0,0.9999967355064182,0.9999947604983168,0.9999137169722815,0.9841233631690434
triviaqa_qwen3b,27,0.7714285714285715,0.0,0.09822368621826172,0.09822368621826172,1.0,0.4893056530369581,0.0,0.0035090457275298113,0.9998763868058647,0.9997277319125338,0.9942411321499638,0.9813193272392309
