setting,layer,depth,frac_coned,median_delta0,median_delta_min,frac_apex_bos,mean_sink_mass,frac_h1_zero,rel_gap,pearson_P0_star,spearman_P0_star,spearman_P0_star_norm,spearman_star_N
triviaqa_mistral,0,0.0,1.0,0.0,0.0,1.0,0.6433873176201745,1.0,0.0,1.0,1.0,1.0,0.9968472757764039
triviaqa_mistral,1,0.03225806451612903,1.0,0.0,0.0,1.0,0.7577468858326322,1.0,0.0,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.995754618817571
triviaqa_mistral,2,0.06451612903225806,0.0,0.157318115234375,0.157318115234375,1.0,0.7324979010551025,0.0,0.010456215370982052,0.9999983064058892,0.9999955149985491,0.9998249019433559,0.995517831044073
triviaqa_mistral,3,0.0967741935483871,0.0,0.15582275390625,0.15582275390625,1.0,0.6998159281000517,0.0,0.009145699953491768,0.9999993232026352,0.9999979569993375,0.9994966722119848,0.996577293483395
triviaqa_mistral,4,0.12903225806451613,0.0,0.03034210205078125,0.03034210205078125,1.0,0.7357118391806704,0.0,0.002010473898552619,0.9999992920430699,0.9999975834992185,0.9999673179894274,0.9931684494588584
triviaqa_mistral,5,0.16129032258064516,0.0,0.043041229248046875,0.043041229248046875,1.0,0.6956153425826765,0.0,0.0024660689231960284,0.9999976450893426,0.9999947724983089,0.9999138774721394,0.9913618556863146
triviaqa_mistral,6,0.1935483870967742,1.0,0.0,0.0,1.0,0.678006374002907,1.0,0.0,1.0,1.0,1.0,0.993772218428092
triviaqa_mistral,7,0.22580645161290322,1.0,0.0,0.0,1.0,0.657160453955534,1.0,0.0,1.0,1.0,1.0,0.9867630099308411
triviaqa_mistral,8,0.25806451612903225,1.0,0.0,0.0,1.0,0.6202238202172825,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.9921071323715902
triviaqa_mistral,9,0.2903225806451613,1.0,0.0,0.0,1.0,0.647875077543806,1.0,0.0,1.0,0.9999999999999998,1.0,0.9859499048299557
triviaqa_mistral,10,0.3225806451612903,1.0,0.0,0.0,1.0,0.5398381950506621,1.0,0.0,0.9999999999999999,1.0,1.0,0.9941506002023778
triviaqa_mistral,11,0.3548387096774194,0.2435,0.03699207305908203,0.03699207305908203,1.0,0.6069594001822957,0.4365,0.0016634824911961866,0.9999668952120345,0.9999597894869919,0.9996048893721817,0.987990790642256
triviaqa_mistral,12,0.3870967741935484,0.865,0.0,0.0,1.0,0.5940037540961909,0.966,0.0,0.9999869236683073,0.9999944619982087,0.9999521079845071,0.9873514983487001
triviaqa_mistral,13,0.41935483870967744,0.3165,0.031604766845703125,0.031604766845703125,1.0,0.4987578435970381,0.575,0.0011559675976728447,0.9997846861683936,0.9998578749540227,0.9986313410572388,0.9882914116885405
triviaqa_mistral,14,0.45161290322580644,0.482,0.00313568115234375,0.00313568115234375,1.0,0.5849186347094433,0.683,0.00012557966265509127,0.9999581437838293,0.9999619539876923,0.9997268349116313,0.9852089695281708
triviaqa_mistral,15,0.4838709677419355,0.235,0.0521087646484375,0.0521087646484375,1.0,0.5811683714565201,0.3785,0.0021045306930354904,0.9997663208850076,0.999855090953122,0.9989998866764636,0.9800595257503832
triviaqa_mistral,16,0.5161290322580645,0.01,0.1622161865234375,0.1622161865234375,1.0,0.5614577301505599,0.037,0.007606290493331062,0.9984010813014913,0.9989905236734347,0.9921540539618366,0.9779787913685735
