setting,test,A,B,auc_A,auc_B,delta,se,ci95_lo,ci95_hi,ci90_lo,ci90_hi,p_superiority,n_groups,tost_p_0.01,equiv_0.01,tost_power_0.01,tost_p_0.015,equiv_0.015,tost_power_0.015,tost_p_0.02,equiv_0.02,tost_power_0.02,tost_p_0.025,equiv_0.025,tost_power_0.025
truthfulqa_mistral_chat,T1_reduction,0D,SINK,0.6884278242787522,0.6883708945016322,-5.692977711990732e-05,0.000338395100488573,-0.0007191129741463964,0.0006007964176189063,-0.0006142423320832979,0.0004959632293566429,0.8826,817,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0
truthfulqa_mistral_chat,T1_legacy_proxy,0D,LEGACY_MSTPROXY,0.6884278242787522,0.6518744129116735,-0.03655341136707868,0.007727037100776891,-0.051776209046141566,-0.021541853124171322,-0.049353697214485924,-0.02400009588172984,0.0,817,0.9995,False,0.0,0.997,False,0.2330616585064631,0.9847,False,0.6545546369107833,0.9365,False,0.8882866711527777
truthfulqa_mistral_chat,T2_topo_beyond_sink,SINK,0D+SINK,0.6883708945016322,0.6887214620765286,0.0003505675748963766,0.0006628489425608994,-0.00093338616816164,0.0016524616885071897,-0.000728101886323218,0.0014338063998058526,0.5924,817,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0
truthfulqa_mistral_chat,T3_deflated_beyond_sink,SINK,SINK+DEFL,0.6883708945016322,0.7556544002972334,0.06728350579560116,0.009274017024131042,0.04863117594447244,0.08533061968062391,0.051928496199937446,0.08239633911570078,0.0,817,1.0,False,0.0,1.0,False,0.0,1.0,False,0.3911454256497904,1.0,False,0.7066724467025085
truthfulqa_mistral_chat,T4_1D_beyond_0D,0D,0D+1D,0.6884278242787522,0.6882615294034808,-0.00016629487527131115,0.00036981269972024454,-0.0009184046478668633,0.0005468629445579765,-0.0007850316634431254,0.0004344640885467543,0.6502,817,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0
truthfulqa_mistral_chat,T4b_1D_beyond_sink,SINK,SINK+1D,0.6883708945016322,0.6881851236499777,-0.0001857708516544987,0.0003773776531272128,-0.0009378806242500508,0.0005483236427866744,-0.0008045076398262074,0.0004239770243404939,0.627,817,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0
truthfulqa_mistral_chat,T6_answer_only_beyond_sink,SINK,SINK+ANS,0.6883708945016322,0.7674478530732342,0.07907695857160191,0.010567599268722482,0.05802503861486858,0.09945279997123546,0.06144655567357667,0.09646765714491172,0.0,817,1.0,False,0.0,1.0,False,0.0,1.0,False,0.195651896240419,1.0,False,0.5290093757933101
truthfulqa_mistral_chat,PH_reduction,PH_0DTOT,PH_SINK,0.8901689765674041,0.9065662505299713,0.016397273962567183,0.002913022784148018,0.010718903232862304,0.022192163466364326,0.011745437003456293,0.02124529392993746,0.0,817,0.9873,False,0.9262250538902914,0.6853,False,0.9995424256395975,0.1061,False,0.999999821912388,0.002,True,0.9999999999960032
truthfulqa_mistral_chat,PH_topo_beyond_sink,PH_SINK,PH_SINK+PH_0DTOT,0.9065662505299713,0.9071774965579957,0.0006112460280244258,0.0007141889336551956,-0.0008090770035161953,0.0019731036766149675,-0.0005917700516412438,0.001755834178540755,0.3872,817,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0
truthfulqa_mistral_chat,PH_0D_vs_entropy,PH_0D,PH_ENT,0.9003863734084008,0.9014995003662982,0.0011131269578974479,0.004191031319234413,-0.0070234490755652105,0.009408469652683398,-0.005814402933980961,0.007994214136862203,0.7952,817,0.0177,True,0.5414241308594101,0.0003,True,0.9469136322168121,0.0,True,0.998235450637432,0.0,True,0.9999844158231272
truthfulqa_mistral_chat,B_logprob,0D,LOGPROB,0.6884278242787522,0.6513275874209163,-0.03710023685783581,0.014670451229439706,-0.06602236141719184,-0.008613325463041364,-0.06161644611371878,-0.013014147049614382,0.01,817,0.9684,False,0.0,0.9349,False,0.0,0.8782,False,0.0,0.7943,False,0.04724868962941886
truthfulqa_mistral_chat,B_hidden,0D,HIDDEN,0.6884278242787522,0.9581281489282969,0.26970032464954474,0.008909032500970733,0.2519980479079056,0.2868090335571073,0.25492225340043057,0.28413052499741576,0.0,817,1.0,False,0.0,1.0,False,0.030974775839371915,1.0,False,0.4515331175683035,1.0,False,0.7544748846433547
truthfulqa_mistral_chat,B_lookback,0D,LOOKBACK,0.6884278242787522,0.9343809411091418,0.24595311683038967,0.008917628930387876,0.22847837192822643,0.26330321548370084,0.23148216674731717,0.26020271495110786,0.0,817,1.0,False,0.0,1.0,False,0.02968071243987369,1.0,False,0.45009000072966354,1.0,False,0.7533734522290718
truthfulqa_mistral_chat,B_llmcheck,0D,LLMCHECK,0.6884278242787522,0.6526489575109103,-0.03577886676784181,0.010048684870267947,-0.05549308677745991,-0.016352291947882323,-0.052075240191224025,-0.019295149433174206,0.0008,817,0.9958,False,0.0,0.9827,False,0.0,0.9428,False,0.27024884781093794,0.8597,False,0.6007906404892198
truthfulqa_mistral_chat,B_lex,0D,LEX,0.6884278242787522,0.8202756899364634,0.13184786565771123,0.011710122467835572,0.10823384355397621,0.15437673879269914,0.11212289640728161,0.15080578106905126,0.0,817,1.0,False,0.0,1.0,False,0.0,1.0,False,0.05028958781302295,1.0,False,0.37590251354001625
truthfulqa_mistral_chat,B_rowstat,0D,ROWSTAT,0.6884278242787522,0.6998602224156503,0.011432398136898114,0.008554941780529386,-0.005262745902928719,0.028016791287946298,-0.002548356602131263,0.025425587537772125,0.1796,817,0.5608,False,0.0,0.3419,False,0.08641592140223486,0.1628,False,0.5116756545818595,0.0549,False,0.7985509111878661
truthfulqa_mistral_chat,B_len,0D,LEN,0.6884278242787522,0.5252550978368182,-0.16317272644193392,0.012291575014279256,-0.18773380535109938,-0.139340273772302,-0.1837129900268019,-0.14298962230089185,0.0,817,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.3027681222604066
truthfulqa_mistral_chat,I_0D_beyond_nontopo,NONTOPO,NONTOPO+0D,0.9602585211142056,0.9600083297252838,-0.0002501913889217944,0.00011568846239350335,-0.0004809068014604012,-3.1461192618983944e-05,-0.00044195484869413715,-6.442053726729569e-05,0.028,817,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0
truthfulqa_mistral_chat,I_defl_beyond_nontopo,NONTOPO,NONTOPO+DEFL,0.9602585211142056,0.9605986016248957,0.0003400805106901217,0.00035377145071574463,-0.0003476087246382431,0.0010292304442470757,-0.00023977923231700553,0.0009184421016675982,0.3414,817,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0
