b,delta0,coned,sink_mass,h1_tot,h1_max,P0,star,gap
0,0.6588409112989833,False,0.06630534940666126,3.66333544254303,0.19840580224990845,25.465737283229828,36.41409137314021,10.948354089910382
0,0.5420964946716068,False,0.06453131491718568,4.383935391902924,0.20274347066879272,27.51879569888115,36.48327871822976,8.964483019348613
0,0.7417211333714815,False,0.07145143210408877,3.599608302116394,0.18751031160354614,25.53800204396248,36.213394147940534,10.675392103978055
0,0.6335159447357205,False,0.0787504936833345,3.5402451753616333,0.35841524600982666,24.64186716079712,35.928730746349956,11.286863585552837
0,0.912405649267463,False,0.11308188608862328,3.812583804130554,0.21038144826889038,25.17562798410654,34.58980644254369,9.41417845843715
0,0.5754225384160815,False,0.09599459003680036,2.9097980260849,0.2149471640586853,26.197088301181793,35.25621098856479,9.059122687382995
0,0.8356719152921901,False,0.09998212781893777,3.83840674161911,0.297582745552063,25.460900515317917,35.100697015061435,9.639796499743518
0,0.8892066634409204,False,0.08300976121998611,4.333631634712219,0.24690037965774536,26.306371681392193,35.76261931242055,9.456247631028354
0,0.5493186640310843,False,0.07052154327485931,3.7050177454948425,0.24897873401641846,25.813318192958832,36.249659812280484,10.436341619321652
0,0.8603847440852668,False,0.06681435858917342,3.7515904307365417,0.20516693592071533,25.24623254686594,36.39424001502224,11.148007468156301
0,0.7724576635372007,False,0.07654377041399248,3.5088399052619934,0.14203882217407227,26.127497047185898,36.0147929538543,9.887295906668399
0,0.676663542338409,False,0.08551985502756757,3.7044306993484497,0.2028747797012329,26.10744884610176,35.66472565392486,9.5572768078231
0,0.9281485149796038,False,0.0935471926670437,3.515475809574127,0.21101021766662598,25.11922312527895,35.35165948598529,10.232436360706338
0,0.6544699754484453,False,0.10835103789998232,3.9266390800476074,0.22718584537506104,25.762600934132934,34.77430952190069,9.011708587767757
0,0.810461992859087,False,0.07003575505097773,3.7658711671829224,0.15409690141677856,25.59186914563179,36.268605553011874,10.676736407380083
0,0.6909028429608983,False,0.07669873809883682,3.3600123524665833,0.16163980960845947,26.935930788517,36.00874921414536,9.072818425628363
0,0.7232885953253211,False,0.09413535325986618,3.2320149540901184,0.16823607683181763,26.021669536828995,35.32872122286521,9.307051686036218
0,0.7604236559626888,False,0.07197086466581988,3.249955892562866,0.21010863780975342,25.291628882288933,36.19313627803303,10.901507395744098
0,0.9304373609706675,False,0.06959323258615209,3.500371038913727,0.22033333778381348,24.687213510274887,36.28586392914007,11.598650418865184
0,0.7846400406725078,False,0.09951329628180675,3.296539545059204,0.19348186254501343,24.84684717655182,35.11898144500954,10.27213426845772
0,0.7555828391519788,False,0.06695752055827543,3.5897576808929443,0.18540018796920776,25.77862048149109,36.38865669822726,10.61003621673617
0,0.6911374777994584,False,0.1432019186637757,3.9914880990982056,0.2450811266899109,24.261170338839293,33.41512517211274,9.153954833273446
0,0.7717735384485268,False,0.05739812659501353,3.3392200469970703,0.270476758480072,25.85476426780224,36.76147306279448,10.906708794992241
