setting,test,A,B,auc_A,auc_B,delta,se,ci95_lo,ci95_hi,ci90_lo,ci90_hi,p_superiority,n_groups,tost_p_0.01,equiv_0.01,tost_power_0.01,tost_p_0.015,equiv_0.015,tost_power_0.015,tost_p_0.02,equiv_0.02,tost_power_0.02,tost_p_0.025,equiv_0.025,tost_power_0.025
triviaqa_mistral,T1_reduction,0D,SINK,0.6992045496659512,0.696343039781501,-0.0028615098844502196,0.00594152890903182,-0.014556023021575595,0.00862043989822459,-0.012529983247654268,0.006829305949999316,0.6398,2000,0.1105,False,0.030483617474894587,0.0227,True,0.6210047480577137,0.0033,True,0.9148005757915949,0.0002,True,0.9896173410006159
triviaqa_mistral,T1_legacy_proxy,0D,LEGACY_MSTPROXY,0.6992045496659512,0.6932782593754316,-0.005926290290519609,0.007863486015252429,-0.021401683102711788,0.009465068989584503,-0.018766039558173225,0.007076520508798615,0.4586,2000,0.3031,False,0.0,0.1217,False,0.2072160983204827,0.035,True,0.6311063211585823,0.0066,True,0.8750682085363579
triviaqa_mistral,T2_topo_beyond_sink,SINK,0D+SINK,0.696343039781501,0.69808824635938,0.0017452065778790216,0.005106909542493951,-0.008326618915450766,0.011776398088497555,-0.006627099390679364,0.010090549709577835,0.7298,2000,0.0521,False,0.2459303747336572,0.0041,True,0.8037617837854356,0.0001,True,0.976877781982395,0.0,True,0.9988478756439627
triviaqa_mistral,T3_deflated_beyond_sink,SINK,SINK+DEFL,0.696343039781501,0.7393802382869573,0.04303719850545629,0.010240493859417218,0.023390123503958925,0.06343269612412301,0.026472085380894517,0.059945056059088515,0.0,2000,0.9995,False,0.0,0.9973,False,0.0,0.9902,False,0.24205248533844137,0.9633,False,0.5742206905303271
triviaqa_mistral,T4_1D_beyond_0D,0D,0D+1D,0.6992045496659512,0.6921608330273045,-0.00704371663864678,0.006067010834664044,-0.018900292651445168,0.004680483809556612,-0.017101738857473313,0.0028423636104843697,0.2426,2000,0.3152,False,0.0027164039790639194,0.096,False,0.5920653053989053,0.0168,True,0.9013966603437014,0.0015,True,0.9867058895293661
triviaqa_mistral,T4b_1D_beyond_sink,SINK,SINK+1D,0.696343039781501,0.6864883501284198,-0.009854689653081228,0.006388136376661364,-0.022214157299317652,0.0026577387733498566,-0.02045607629682336,0.0005550018826783857,0.118,2000,0.4971,False,0.0,0.213,False,0.5180994312798599,0.0571,False,0.8627076309260262,0.0095,True,0.9767104303395984
triviaqa_mistral,T6_answer_only_beyond_sink,SINK,SINK+ANS,0.696343039781501,0.7011676263056762,0.004824586524175167,0.009442866931606436,-0.013265167241146349,0.02353426912854309,-0.010338008674294574,0.020449632158225924,0.6192,2000,0.2918,False,0.0,0.1444,False,0.0,0.0551,False,0.363891837918497,0.0179,True,0.6839689879975683
triviaqa_mistral,PH_reduction,PH_0DTOT,PH_SINK,0.8079306948595019,0.8116749154068948,0.0037442205473929846,0.00469229329660993,-0.005397123368178108,0.013093106948559566,-0.004014268981528129,0.011479663110457582,0.427,2000,0.094,False,0.3732458413817159,0.0085,True,0.8793084605234822,0.0004,True,0.9911411710284777,0.0,True,0.9997695233975428
triviaqa_mistral,PH_topo_beyond_sink,PH_SINK,PH_SINK+PH_0DTOT,0.8116749154068948,0.813766018783993,0.002091103377098169,0.0010696073573410161,-3.9836318142755124e-05,0.00414809206673635,0.0003102219972366649,0.0038208046840452364,0.0542,2000,0.0,True,0.9999999999999869,0.0,True,1.0,0.0,True,1.0,0.0,True,1.0
triviaqa_mistral,PH_0D_vs_entropy,PH_0D,PH_ENT,0.7753782123199905,0.8120679799514622,0.03668976763147169,0.008504603699958658,0.02026288855365208,0.05390834815874717,0.023046202083880123,0.051016197611703465,0.0,2000,0.9991,False,0.0,0.9956,False,0.09464303140351915,0.9768,False,0.520317838978946,0.9196,False,0.8045868648715293
