setting,layer,depth,frac_coned,median_delta0,median_delta_min,frac_apex_bos,mean_sink_mass,frac_h1_zero,rel_gap,pearson_P0_star,spearman_P0_star,spearman_P0_star_norm,spearman_star_N
truthfulqa_tinyllama_cuda,0,0.0,0.0,0.1459430456161499,0.13918983936309814,0.0,0.06812288889642501,0.0,0.05879334578891553,0.9999447129104457,0.9983059243027453,0.9916364171470169,0.9991523701442507
truthfulqa_tinyllama_cuda,1,0.047619047619047616,0.0,0.432583212852478,0.432583212852478,1.0,0.08302366439559603,0.0006119951040391676,0.17143102775571695,0.9984199814636988,0.9986173160991966,0.8663425962737301,0.9991523694571871
truthfulqa_tinyllama_cuda,2,0.09523809523809523,0.0,0.5329275131225586,0.523198127746582,0.05079559363525092,0.06655426742896196,0.8629130966952264,0.26169302692609264,0.9960944730230491,0.996978995472047,0.8180367527682879,0.9991523694571871
truthfulqa_tinyllama_cuda,3,0.14285714285714285,1.0,0.0,0.0,1.0,0.8330724566915075,1.0,0.0,1.0,0.9999999999999999,1.0,0.9696783498091704
truthfulqa_tinyllama_cuda,4,0.19047619047619047,1.0,0.0,0.0,1.0,0.8766276022665284,1.0,0.0,1.0,1.0,1.0,0.9521085871441218
truthfulqa_tinyllama_cuda,5,0.23809523809523808,1.0,0.0,0.0,1.0,0.8437782629488415,1.0,0.0,0.9999999999999999,1.0,1.0,0.9624686522810014
truthfulqa_tinyllama_cuda,6,0.2857142857142857,1.0,0.0,0.0,1.0,0.7720910802066702,1.0,0.0,1.0,1.0,1.0,0.9840932384877474
truthfulqa_tinyllama_cuda,7,0.3333333333333333,1.0,0.0,0.0,1.0,0.7304655940053976,1.0,0.0,1.0,1.0,1.0,0.9718562981167328
truthfulqa_tinyllama_cuda,8,0.38095238095238093,1.0,0.0,0.0,1.0,0.6856455649551988,1.0,0.0,1.0,1.0,1.0,0.9933708046905677
truthfulqa_tinyllama_cuda,9,0.42857142857142855,0.95593635250918,0.0,0.0,1.0,0.526206631662826,0.9571603427172583,0.0,0.9999992902174004,0.9999999587412077,0.9999991583206377,0.990765985272935
truthfulqa_tinyllama_cuda,10,0.47619047619047616,0.9987760097919217,0.0,0.0,1.0,0.5349637252848175,1.0,0.0,0.9999999996915265,1.0,1.0,0.9911065627225322
truthfulqa_tinyllama_cuda,11,0.5238095238095238,0.0,0.15093994140625,0.15093994140625,1.0,0.5363700603067235,0.9522643818849449,0.0440301324641254,0.9997049001471148,0.9996964343099618,0.9847599050032535,0.9825694768365095
truthfulqa_tinyllama_cuda,12,0.5714285714285714,0.0,0.20869064331054688,0.20869064331054688,1.0,0.4454629800745554,0.9577723378212974,0.048353085236652986,0.9997282403808162,0.9997955207377007,0.9716958881260696,0.9853780191876088
truthfulqa_tinyllama_cuda,13,0.6190476190476191,0.0,0.21152496337890625,0.21152496337890625,1.0,0.443609989650271,0.956548347613219,0.05113927164141791,0.9996805299550607,0.9996491551720067,0.9608923063760463,0.983275211178445
truthfulqa_tinyllama_cuda,14,0.6666666666666666,0.0,0.2560882568359375,0.2560882568359375,1.0,0.416872915897098,0.9547123623011016,0.07624484224818902,0.9992692038709893,0.9992758971932393,0.9044824163932349,0.9821499910756606
truthfulqa_tinyllama_cuda,15,0.7142857142857143,0.0,0.13445663452148438,0.13445663452148438,1.0,0.4998342599343335,0.9510403916768666,0.0357062390397644,0.9997297863499266,0.9996349312036112,0.9794780163008386,0.983192664883928
truthfulqa_tinyllama_cuda,16,0.7619047619047619,0.0,0.2337360382080078,0.2337360382080078,1.0,0.4824171589582673,0.9461444308445532,0.0753645752697174,0.9992995609921521,0.9991177027319008,0.9252744409366601,0.9798553472399077
truthfulqa_tinyllama_cuda,17,0.8095238095238095,0.0,0.14994430541992188,0.14994430541992188,1.0,0.5369311300078189,0.7521419828641371,0.041590702957425285,0.9994432575174262,0.9990818020814496,0.9659144922710656,0.9762695896127298
truthfulqa_tinyllama_cuda,18,0.8571428571428571,0.0,0.23238182067871094,0.23238182067871094,1.0,0.5314489000809163,0.9424724602203183,0.07401206705633831,0.9989678516204987,0.998538773111637,0.9449392065104943,0.9591932127520767
truthfulqa_tinyllama_cuda,19,0.9047619047619048,0.0,0.17395401000976562,0.17395401000976562,1.0,0.5732040421946023,0.18788249694002448,0.037995099273177055,0.9995173887617819,0.9991221669332248,0.9788333126156892,0.963670562582845
truthfulqa_tinyllama_cuda,20,0.9523809523809523,0.0,0.086669921875,0.086669921875,1.0,0.5774927021736727,0.0,0.007069934172687566,0.9999728129701456,0.9999460142456021,0.9989992569910394,0.9726817920721208
truthfulqa_tinyllama_cuda,21,1.0,0.0,0.27953052520751953,0.27953052520751953,1.0,0.5263983330626436,0.0,0.045084558279124214,0.9996554276946401,0.9992802761263927,0.9792068009562881,0.9682921777893352
