mean_logprob,min_logprob,perplexity,n_answer_tokens,example_id,label
-1.2979093790054321,-11.516936302185059,3.6616335720759228,14,0,grounded
-3.256687879562378,-12.865184783935547,25.963400664097414,11,0,hallucinated
-2.006213665008545,-8.740974426269531,7.4351121585378905,8,1,grounded
-0.4696793854236603,-2.3909096717834473,1.599481293982835,8,1,hallucinated
-1.498997688293457,-8.665210723876953,4.477199271382688,18,2,grounded
-1.0559766292572021,-9.319916725158691,2.8747813789603023,14,2,hallucinated
-0.8406040668487549,-12.25296401977539,2.317766639983825,16,3,grounded
-0.22056567668914795,-2.0810890197753906,1.2467818065504805,15,3,hallucinated
-1.559854507446289,-6.506524085998535,4.758128922447365,16,4,grounded
-0.4917791783809662,-3.994892120361328,1.6352229867463657,14,4,hallucinated
-1.3008407354354858,-4.330131530761719,3.6723828725101417,12,5,grounded
-1.7969187498092651,-10.457435607910156,6.031035675523562,17,5,hallucinated
-2.185446262359619,-9.62808895111084,8.894617000591793,12,6,grounded
-1.8940454721450806,-12.830557823181152,6.6462013915567475,9,6,hallucinated
-1.4645764827728271,-5.796394348144531,4.3257108392412675,20,7,grounded
-0.33666568994522095,-3.8579554557800293,1.4002708608522325,22,7,hallucinated
-0.6363471150398254,-3.557194948196411,1.8895658903424875,14,8,grounded
-0.7253100275993347,-4.877190113067627,2.0653713228309316,14,8,hallucinated
-1.2020108699798584,-8.641819953918457,3.3267999632969563,11,9,grounded
-1.605264663696289,-10.535640716552734,4.9791772358188835,12,9,hallucinated
-0.6548541784286499,-8.127997398376465,1.9248618105364597,18,10,grounded
-0.20529060065746307,-3.484523296356201,1.2278818363906032,18,10,hallucinated
-0.9196935892105103,-4.61732292175293,2.508521634070419,8,11,grounded
-1.0112583637237549,-5.55482292175293,2.74905815444735,8,11,hallucinated
-0.6696651577949524,-6.847629547119141,1.953583069043947,22,12,grounded
-0.6677577495574951,-11.548101425170898,1.9498603401160783,21,12,hallucinated
-1.3108878135681152,-7.853109359741211,3.7094655645770653,16,13,grounded
-0.7833475470542908,-5.182001113891602,2.1887870830717344,17,13,hallucinated
-0.7694911956787109,-5.240213871002197,2.158667634896735,16,14,grounded
-0.5005378127098083,-3.422928810119629,1.6496082124373332,14,14,hallucinated
-0.9941422343254089,-5.87638521194458,2.702405316312467,22,15,grounded
-0.19768394529819489,-2.0356569290161133,1.2185771959007652,19,15,hallucinated
-0.6143072843551636,-3.350757360458374,1.848375757175235,17,16,grounded
-0.9019308090209961,-10.801651954650879,2.464356722713281,18,16,hallucinated
