mean_logprob,min_logprob,perplexity,n_answer_tokens,example_id,label
-1.7577682733535767,-7.421043395996094,5.79948008695092,9,0,grounded
-7.126123428344727,-16.783437728881836,1244.044977689809,8,0,hallucinated
-2.4277892112731934,-9.581559181213379,11.33379772986594,8,1,grounded
-0.38975176215171814,-1.8066080808639526,1.476614196851927,6,1,hallucinated
-1.734047532081604,-10.664472579956055,5.663530902535815,14,2,grounded
-1.902531623840332,-16.79567527770996,6.702842055482493,12,2,hallucinated
-0.9425211548805237,-5.58901309967041,2.566443670722764,13,3,grounded
-0.9350055456161499,-4.71401309967041,2.5472275836462646,12,3,hallucinated
-1.6735615730285645,-7.115178108215332,5.331121202664688,16,4,grounded
-1.322324514389038,-6.213167190551758,3.7521331354974903,13,4,hallucinated
-2.3835644721984863,-8.269407272338867,10.843485362067367,12,5,grounded
-2.1891000270843506,-11.886717796325684,8.927175282358188,14,5,hallucinated
-3.6196212768554688,-15.06736946105957,37.32342989830739,11,6,grounded
-4.237473487854004,-19.092185974121094,69.2327133959215,9,6,hallucinated
-2.110985517501831,-12.989371299743652,8.256374077618657,19,7,grounded
-0.7926706671714783,-5.33819580078125,2.2092888295790702,21,7,hallucinated
-1.1831026077270508,-5.917496204376221,3.264486929237487,11,8,grounded
-0.8396188616752625,-5.006820201873779,2.3154842887758833,11,8,hallucinated
-2.3331942558288574,-7.812481880187988,10.310824397875967,10,9,grounded
-3.598484516143799,-23.626506805419922,36.5428124164142,11,9,hallucinated
-1.43178391456604,-17.25000762939453,4.186160287278507,16,10,grounded
-0.3535701334476471,-5.655128479003906,1.424142863497943,16,10,hallucinated
-1.4073399305343628,-6.35698127746582,4.085074356755217,8,11,grounded
-2.124575138092041,-6.35698127746582,8.36934091850429,8,11,hallucinated
-1.37466561794281,-15.38369083404541,3.953754437316234,19,12,grounded
-0.4217604696750641,-3.88834810256958,1.524643282640851,17,12,hallucinated
-1.2951186895370483,-10.036763191223145,3.651429334880392,14,13,grounded
-1.8443750143051147,-11.041111946105957,6.324146054200242,15,13,hallucinated
-2.030075788497925,-8.287579536437988,7.61466344081599,13,14,grounded
-0.9312505722045898,-9.494205474853516,2.537680747072621,11,14,hallucinated
-1.708105444908142,-6.53211784362793,5.518496471899031,18,15,grounded
-1.4207546710968018,-8.71574592590332,4.14024378387198,15,15,hallucinated
-0.953044056892395,-5.939229965209961,2.593592698749074,15,16,grounded
-1.5133378505706787,-13.4446439743042,4.541865590070985,16,16,hallucinated
-2.505985975265503,-10.029476165771484,12.255636765330383,10,17,grounded
-2.7469754219055176,-11.805927276611328,15.595391000336017,11,17,hallucinated
-0.5690311193466187,-2.8527297973632812,1.7665546413920268,12,18,grounded
-3.839778184890747,-17.64328384399414,46.515155531080545,15,18,hallucinated
-3.0709378719329834,-9.287423133850098,21.562115698036234,4,19,grounded
-2.6782572269439697,-10.737940788269043,14.55969692474865,8,19,hallucinated
-1.6614694595336914,-10.133395195007324,5.267044869934981,16,20,grounded
-2.202669858932495,-16.432392120361328,9.049141206796834,13,20,hallucinated
-1.0212634801864624,-13.548991203308105,2.7767008550736705,14,21,grounded
-1.17767333984375,-15.950227737426758,3.2468111817999663,16,21,hallucinated
-6.480682373046875,-19.379165649414062,652.4159854963705,6,22,grounded
-3.091661214828491,-14.629166603088379,22.013616964735963,6,22,hallucinated
-5.856915473937988,-24.90728187561035,349.6439929905145,6,23,grounded
-5.156004428863525,-21.666040420532227,173.46995751550355,5,23,hallucinated
-1.8473116159439087,-3.9402289390563965,6.342744847124113,11,24,grounded
-1.159559965133667,-6.926157474517822,3.1885299030426038,9,24,hallucinated
-5.522652626037598,-16.149438858032227,250.29810463542347,15,25,grounded
-3.0269312858581543,-16.585039138793945,20.633816052423434,14,25,hallucinated
-2.449045181274414,-14.42259693145752,11.577287229521449,16,26,grounded
-1.9915823936462402,-19.047595977783203,7.327118980224091,15,26,hallucinated
-2.889835834503174,-16.789653778076172,17.9903559633894,14,27,grounded
-2.0061745643615723,-16.789653778076172,7.434821446525728,13,27,hallucinated
-1.5898913145065308,-12.081321716308594,4.903215990916305,13,28,grounded
-2.266486167907715,-12.081321716308594,9.645448710787246,12,28,hallucinated
-2.4170613288879395,-9.445451736450195,11.212859943880007,9,29,grounded
-1.53022301197052,-11.609884262084961,4.619206845862655,20,29,hallucinated
-3.721189260482788,-17.880475997924805,41.31349741439353,17,30,grounded
-3.438032388687134,-27.130475997924805,31.125654687093196,13,30,hallucinated
-0.23371107876300812,-2.2513084411621094,1.2632794512145582,14,31,grounded
-0.8359929919242859,-11.3754243850708,2.3071038467114624,15,31,hallucinated
-4.869722366333008,-21.60548973083496,130.28474044454796,9,32,grounded
-5.373107433319092,-21.783296585083008,215.53157818699594,11,32,hallucinated
-1.572606086730957,-6.986706256866455,4.819191072669539,10,33,grounded
-3.1307461261749268,-11.51137638092041,22.89105278590702,14,33,hallucinated
-3.4260661602020264,-12.673710823059082,30.755417580129674,12,34,grounded
-0.916560709476471,-3.405877113342285,2.5006750351238716,14,34,hallucinated
-1.6618839502334595,-15.900986671447754,5.269228463557192,14,35,grounded
-3.5762295722961426,-17.59090805053711,35.73853692601557,11,35,hallucinated
-2.4935126304626465,-14.645247459411621,12.103717423031203,6,36,grounded
-3.6858863830566406,-21.12515640258789,39.88045614857326,6,36,hallucinated
-0.4986054003238678,-3.5367653369903564,1.6464235671107201,11,37,grounded
-2.100470781326294,-19.729108810424805,8.170015297966627,10,37,hallucinated
-1.0547971725463867,-8.756242752075195,2.8713926975651045,10,38,grounded
-1.0498934984207153,-7.344158172607422,2.8573467899120475,7,38,hallucinated
-2.420928478240967,-14.43647289276123,11.2563056994266,15,39,grounded
-1.1992275714874268,-6.418812274932861,3.317553359972297,13,39,hallucinated
-0.6278836131095886,-5.446378707885742,1.873641030880835,13,40,grounded
-2.0564446449279785,-7.09579610824585,7.818124131727762,15,40,hallucinated
-3.6145617961883545,-12.044078826904297,37.13506963068184,10,41,grounded
-1.8988007307052612,-6.042814254760742,6.677881060428614,10,41,hallucinated
-2.397254705429077,-11.998381614685059,10.992956015252023,10,42,grounded
-2.2706756591796875,-12.866445541381836,9.685942999981842,14,42,hallucinated
-2.4912450313568115,-9.620230674743652,12.076302139409233,11,43,grounded
-2.4193429946899414,-9.627209663391113,11.238473152235526,12,43,hallucinated
-1.3557674884796143,-6.808991432189941,3.8797374680786287,13,44,grounded
-2.327697277069092,-10.650455474853516,10.25430151005029,14,44,hallucinated
-2.1575868129730225,-6.240718364715576,8.650237809321794,12,45,grounded
-2.405385732650757,-13.010167121887207,11.082704418749415,12,45,hallucinated
-1.1253910064697266,-6.674492835998535,3.0814214691259187,15,46,grounded
-2.8843915462493896,-14.252628326416016,17.89267741608851,9,46,hallucinated
-2.5595808029174805,-8.837862968444824,12.930395795086566,16,47,grounded
-1.3640884160995483,-6.964791297912598,3.9121551683596087,12,47,hallucinated
-1.6578031778335571,-7.516021728515625,5.247769755305297,14,48,grounded
-1.3183436393737793,-6.86021089553833,3.737226053745605,15,48,hallucinated
-3.6709351539611816,-14.915891647338867,39.28862960405463,15,49,grounded
-2.025296926498413,-13.84248161315918,7.578360826739503,20,49,hallucinated
-1.2311711311340332,-8.057440757751465,3.4252385918229553,12,50,grounded
-9.588679313659668,-29.018611907958984,14598.576656448187,5,50,hallucinated
-3.1796865463256836,-9.800414085388184,24.039217190020114,13,51,grounded
-4.27195930480957,-17.971834182739258,71.6619056749004,7,51,hallucinated
-5.207527160644531,-18.150928497314453,182.64185534379877,10,52,grounded
-3.203092575073242,-12.775928497314453,24.608516324320888,10,52,hallucinated
-4.186082363128662,-10.455338478088379,65.7646436341044,5,53,grounded
-2.177767753601074,-9.013411521911621,8.826581147276281,10,53,hallucinated
-2.9364898204803467,-14.665142059326172,18.849564694178632,12,54,grounded
-2.881329298019409,-15.766319274902344,17.83796940384971,8,54,hallucinated
-1.592170000076294,-7.787056922912598,4.914401617863567,12,55,grounded
-3.40669846534729,-11.370287895202637,30.165487272892513,9,55,hallucinated
-0.8876956105232239,-4.231817245483398,2.429524624709314,11,56,grounded
-2.545194625854492,-8.98488712310791,12.745708489088212,11,56,hallucinated
-6.095580577850342,-15.487520217895508,443.89168405989096,7,57,grounded
-1.3698149919509888,-5.035184860229492,3.9346226912615245,9,57,hallucinated
-1.7708544731140137,-13.118292808532715,5.875871991573151,8,58,grounded
-0.8880419135093689,-6.055792808532715,2.430366122039873,8,58,hallucinated
-2.3399457931518555,-10.924276351928711,10.380673843869682,21,59,grounded
-1.2568752765655518,-8.51928997039795,3.514422713240373,13,59,hallucinated
-2.27398943901062,-12.391422271728516,9.71809332266359,10,60,grounded
-8.59592056274414,-13.670235633850098,5409.546611787842,4,60,hallucinated
-11.832010269165039,-24.749784469604492,137586.79993365784,4,61,grounded
-1.544120192527771,-13.10171127319336,4.683848928411418,16,61,hallucinated
-2.168565273284912,-7.054325580596924,8.7457273065442,16,62,grounded
-3.898012638092041,-14.436395645141602,49.304366055559086,4,62,hallucinated
-7.987410545349121,-13.159070014953613,2943.6645959404527,4,63,grounded
-0.7981089949607849,-4.83378267288208,2.221336396030661,15,63,hallucinated
-2.412771701812744,-8.064558029174805,11.164863972281402,14,64,grounded
-1.522302508354187,-9.706908226013184,4.582764911086808,10,64,hallucinated
-0.8558710813522339,-4.128030776977539,2.3534235113001523,11,65,grounded
-3.6962459087371826,-17.881196975708008,40.2957461478399,9,65,hallucinated
-1.7625378370285034,-7.62932014465332,5.8272071469332065,13,66,grounded
-1.0790205001831055,-4.121119976043701,2.9417966501154114,8,66,hallucinated
-0.1472221165895462,-0.8180861473083496,1.1586112812378744,6,67,grounded
-2.531942844390869,-10.818086624145508,12.577919353513037,5,67,hallucinated
-1.6640714406967163,-8.986082077026367,5.280767466698321,12,68,grounded
-0.7948238253593445,-4.236082077026367,2.214050902820552,11,68,hallucinated
-2.396979808807373,-8.611879348754883,10.98993450410152,8,69,grounded
-3.008711576461792,-14.059893608093262,20.261277993317798,8,69,hallucinated
-10.99864673614502,-25.359874725341797,59793.171003092626,4,70,grounded
-1.73758065700531,-14.991787910461426,5.683576255239237,12,70,hallucinated
-5.741187572479248,-9.129284858703613,311.4340419534911,4,71,grounded
-2.6419026851654053,-9.504302978515625,14.03989170382874,7,71,hallucinated
-4.612875461578369,-25.43805694580078,100.77350376186737,7,72,grounded
-6.386085510253906,-16.335960388183594,593.5286644893704,12,72,hallucinated
-1.9714386463165283,-7.502697467803955,7.180999979809526,7,73,grounded
-1.6051725149154663,-7.502697467803955,4.9787184318465405,8,73,hallucinated
-1.437726378440857,-11.972607612609863,4.211110452866892,17,74,grounded
-1.3179304599761963,-9.90417766571045,3.735682227896567,16,74,hallucinated
-1.9420685768127441,-10.836297988891602,6.973160580094557,12,75,grounded
-2.724249839782715,-14.339912414550781,15.244973463699457,21,75,hallucinated
-1.146006464958191,-4.855148792266846,3.1456057060841944,9,76,grounded
-2.988828420639038,-12.81766128540039,19.862398478576797,7,76,hallucinated
-1.6849693059921265,-9.953241348266602,5.39228541895828,11,77,grounded
-2.3128726482391357,-20.474414825439453,10.10340654071044,14,77,hallucinated
-2.2380776405334473,-8.697388648986816,9.375291273371335,13,78,grounded
-4.4168009757995605,-19.76726531982422,82.83088307102427,10,78,hallucinated
-2.26196026802063,-10.195951461791992,9.601893014265908,11,79,grounded
-1.9758933782577515,-10.464309692382812,7.213060767878302,11,79,hallucinated
-4.231886863708496,-8.655389785766602,68.84701462777987,4,80,grounded
-4.4440388679504395,-12.257253646850586,85.11802884426055,7,80,hallucinated
-1.7428226470947266,-10.14316177368164,5.713447730227754,10,81,grounded
-7.695983409881592,-18.530105590820312,2199.495752973752,6,81,hallucinated
-4.05859375,-7.894967555999756,57.89284200037607,5,82,grounded
-8.89604377746582,-12.47012996673584,7303.023923540409,4,82,hallucinated
-9.5699462890625,-21.708690643310547,14327.646752127557,4,83,grounded
-12.67115592956543,-20.081750869750977,318429.3567548757,3,83,hallucinated
-1.1136999130249023,-9.031630516052246,3.0456060514266743,11,84,grounded
-2.998508930206299,-17.605188369750977,20.055610302675795,14,84,hallucinated
-0.6471127867698669,-4.758624076843262,1.9100182304856395,10,85,grounded
-0.42451754212379456,-2.2985572814941406,1.528852634707436,9,85,hallucinated
-1.5062248706817627,-6.14547061920166,4.50967401620562,8,86,grounded
-3.83788800239563,-13.50350284576416,46.42731644044634,8,86,hallucinated
-10.092926025390625,-24.920442581176758,24171.41523585396,4,87,grounded
-1.8040775060653687,-10.549328804016113,6.074365297953861,12,87,hallucinated
-0.144359290599823,-0.8183267116546631,1.1552991220797617,9,88,grounded
-1.7428593635559082,-8.443326950073242,5.713657511660747,8,88,hallucinated
-2.2318978309631348,-15.438945770263672,9.317532411836014,7,89,grounded
-2.797389030456543,-11.680814743041992,16.40176630338267,7,89,hallucinated
-1.7897217273712158,-12.764769554138184,5.987785997577396,12,90,grounded
-1.4085395336151123,-9.589801788330078,4.089977765022484,17,90,hallucinated
-1.602709174156189,-8.85578727722168,4.966469244959125,14,91,grounded
-2.0032899379730225,-18.696786880493164,7.413405667497762,12,91,hallucinated
-5.194182872772217,-22.101049423217773,180.22081927573316,14,92,grounded
-4.548686981201172,-11.380228042602539,94.50823572214216,6,92,hallucinated
-2.08005428314209,-11.181878089904785,8.004903433813217,12,93,grounded
