mean_logprob,min_logprob,perplexity,n_answer_tokens,example_id,label
-0.0047989520244300365,-0.008924241177737713,1.0048104854367468,2,0,grounded
-0.5924233794212341,-2.475393295288086,1.8083654652840706,6,0,hallucinated
-1.8456071615219116,-6.646351337432861,6.331943135749255,11,1,hallucinated
-0.03162901848554611,-0.05953313410282135,1.0321345314398047,2,2,grounded
-1.5916552543640137,-6.749857425689697,4.911872601658314,22,2,hallucinated
-0.7870658040046692,-4.692196846008301,2.196940705093195,7,3,hallucinated
-3.94751238822937,-10.634908676147461,51.80633236535472,5,4,hallucinated
-0.3043878674507141,-1.1508053541183472,1.3557948228007946,8,5,hallucinated
-0.025489188730716705,-0.08305712789297104,1.0258168158286625,4,6,grounded
-1.054414987564087,-6.147723197937012,2.870295504076602,15,6,hallucinated
-0.0037678852677345276,-0.005563015583902597,1.0037749926712534,2,7,grounded
-2.3272480964660645,-9.185417175292969,10.249696511029928,9,7,hallucinated
-0.03555528447031975,-0.11369210481643677,1.0361949320325605,4,8,grounded
-1.4636393785476685,-13.274892807006836,4.321659096086322,18,8,hallucinated
-0.16668730974197388,-0.5815476775169373,1.1813848000293259,7,9,grounded
-2.00527024269104,-8.850446701049805,7.428101015548777,12,9,hallucinated
-0.0057902042753994465,-0.011086884886026382,1.0058069999092443,2,10,grounded
-0.990387499332428,-13.03415298461914,2.6922775259889478,15,10,hallucinated
-1.1796917915344238,-2.3589425086975098,3.2533713317648116,2,11,grounded
-1.5690206289291382,-6.300498962402344,4.801943006024856,21,11,hallucinated
-0.35509273409843445,-5.381155014038086,1.4263129159911498,20,12,hallucinated
-0.00925353728234768,-0.014794518239796162,1.0092964836247793,4,13,grounded
-1.158721923828125,-9.305546760559082,3.1858589026405535,17,13,hallucinated
-0.03956383466720581,-0.11704758554697037,1.0403569076023182,3,14,grounded
-1.4677802324295044,-6.1041364669799805,4.339591557157348,20,14,hallucinated
-0.019242094829678535,-0.054980698972940445,1.0194284170945225,4,15,grounded
-1.9226690530776978,-6.127236843109131,6.839188286839178,14,15,hallucinated
-0.03223725035786629,-0.4403475522994995,1.032762499514088,21,16,grounded
-2.594477891921997,-9.728508949279785,13.38959472054477,13,16,hallucinated
-1.313766598701477,-8.809680938720703,3.720159704577157,21,17,hallucinated
-0.006184266414493322,-0.014469104818999767,1.0062034284707575,4,18,grounded
-1.1271578073501587,-6.00552225112915,3.0868705395843166,10,18,hallucinated
