mean_logprob,min_logprob,perplexity,n_answer_tokens,example_id,label
-1.093293309211731,-6.929747104644775,2.9840854238034282,14,0,grounded
-2.5741841793060303,-10.447320938110352,13.120608726887019,11,0,hallucinated
-1.5352011919021606,-5.791760444641113,4.642259421008387,8,1,grounded
-0.5017447471618652,-2.211252212524414,1.6516003833893667,7,1,hallucinated
-1.6743218898773193,-10.274118423461914,5.335176085240262,17,2,grounded
-1.129755973815918,-12.292396545410156,3.094901171045542,13,2,hallucinated
-0.16282983124256134,-1.747953176498413,1.176836411858521,16,3,grounded
-0.0968289002776146,-0.7479531764984131,1.1016718617446013,15,3,hallucinated
-1.7674686908721924,-8.53735637664795,5.856011209643122,16,4,grounded
-0.8403710722923279,-5.187890529632568,2.3172266758804314,14,4,hallucinated
-1.860828161239624,-6.488572120666504,6.429058864708282,12,5,grounded
-1.832647681236267,-11.198996543884277,6.250413873002395,17,5,hallucinated
-1.4978365898132324,-5.643772125244141,4.472003818912693,12,6,grounded
-2.1361892223358154,-12.861727714538574,8.467109798021854,9,6,hallucinated
-1.2910603284835815,-6.419638633728027,3.636640545699218,20,7,grounded
-0.5678218007087708,-3.8295350074768066,1.764419605169162,22,7,hallucinated
-0.8490015864372253,-5.664426803588867,2.337312082503601,12,8,grounded
-0.48032984137535095,-2.579608917236328,1.6166075383167247,12,8,hallucinated
-0.8334897756576538,-4.993988513946533,2.301335889068143,11,9,grounded
-2.8783230781555176,-15.753018379211426,17.78442506924245,12,9,hallucinated
-0.4500449597835541,-7.503787517547607,1.5683826980516766,18,10,grounded
-0.49361488223075867,-7.503787517547607,1.6382275287593475,18,10,hallucinated
-0.649185061454773,-3.086972236633301,1.9139804168637393,8,11,grounded
-1.2675092220306396,-5.684700012207031,3.5519943057959074,8,11,hallucinated
-0.5076889395713806,-5.510651111602783,1.6614470500996015,22,12,grounded
-0.3786831498146057,-6.830789089202881,1.4603602470149473,21,12,hallucinated
-0.8296708464622498,-5.072826862335205,2.2925640105054352,16,13,grounded
-1.016883134841919,-5.622729301452637,2.7645645464268696,17,13,hallucinated
-0.8891710042953491,-5.498901844024658,2.4331117757893113,16,14,grounded
-0.5929751396179199,-4.848850250244141,1.8093635246882813,13,14,hallucinated
-1.2223739624023438,-8.29873275756836,3.3952383420906433,22,15,grounded
-0.5815975069999695,-4.546663284301758,1.7888939198700657,19,15,hallucinated
-0.8418580293655396,-4.0944695472717285,2.320674855488557,17,16,grounded
-0.8249136805534363,-8.099554061889648,2.2816838031454716,18,16,hallucinated
-1.279752254486084,-7.76008939743042,3.5957487845799734,12,17,grounded
-1.68221914768219,-10.339694023132324,5.377476153649805,13,17,hallucinated
-0.25742703676223755,-1.677685022354126,1.2935974224806073,16,18,grounded
-1.39734947681427,-11.552774429321289,4.044465797176779,19,18,hallucinated
-1.25639009475708,-3.5710225105285645,3.51271799285573,6,19,grounded
