example_id,label,seq_len,msp_score,layer_0_mtop_div,layer_0_h0_max_lifetime,layer_0_h0_total_persistence,layer_0_h1_max_lifetime,layer_0_h1_total_persistence,layer_1_mtop_div,layer_1_h0_max_lifetime,layer_1_h0_total_persistence,layer_1_h1_max_lifetime,layer_1_h1_total_persistence,layer_2_mtop_div,layer_2_h0_max_lifetime,layer_2_h0_total_persistence,layer_2_h1_max_lifetime,layer_2_h1_total_persistence,layer_3_mtop_div,layer_3_h0_max_lifetime,layer_3_h0_total_persistence,layer_3_h1_max_lifetime,layer_3_h1_total_persistence,layer_4_mtop_div,layer_4_h0_max_lifetime,layer_4_h0_total_persistence,layer_4_h1_max_lifetime,layer_4_h1_total_persistence,layer_5_mtop_div,layer_5_h0_max_lifetime,layer_5_h0_total_persistence,layer_5_h1_max_lifetime,layer_5_h1_total_persistence,layer_6_mtop_div,layer_6_h0_max_lifetime,layer_6_h0_total_persistence,layer_6_h1_max_lifetime,layer_6_h1_total_persistence,layer_7_mtop_div,layer_7_h0_max_lifetime,layer_7_h0_total_persistence,layer_7_h1_max_lifetime,layer_7_h1_total_persistence,layer_8_mtop_div,layer_8_h0_max_lifetime,layer_8_h0_total_persistence,layer_8_h1_max_lifetime,layer_8_h1_total_persistence,layer_9_mtop_div,layer_9_h0_max_lifetime,layer_9_h0_total_persistence,layer_9_h1_max_lifetime,layer_9_h1_total_persistence,layer_10_mtop_div,layer_10_h0_max_lifetime,layer_10_h0_total_persistence,layer_10_h1_max_lifetime,layer_10_h1_total_persistence,layer_11_mtop_div,layer_11_h0_max_lifetime,layer_11_h0_total_persistence,layer_11_h1_max_lifetime,layer_11_h1_total_persistence,layer_12_mtop_div,layer_12_h0_max_lifetime,layer_12_h0_total_persistence,layer_12_h1_max_lifetime,layer_12_h1_total_persistence,layer_13_mtop_div,layer_13_h0_max_lifetime,layer_13_h0_total_persistence,layer_13_h1_max_lifetime,layer_13_h1_total_persistence,layer_14_mtop_div,layer_14_h0_max_lifetime,layer_14_h0_total_persistence,layer_14_h1_max_lifetime,layer_14_h1_total_persistence,layer_15_mtop_div,layer_15_h0_max_lifetime,layer_15_h0_total_persistence,layer_15_h1_max_lifetime,layer_15_h1_total_persistence,layer_16_mtop_div,layer_16_h0_max_lifetime,layer_16_h0_total_persistence,layer_16_h1_max_lifetime,layer_16_h1_total_persistence,layer_17_mtop_div,layer_17_h0_max_lifetime,layer_17_h0_total_persistence,layer_17_h1_max_lifetime,layer_17_h1_total_persistence,layer_18_mtop_div,layer_18_h0_max_lifetime,layer_18_h0_total_persistence,layer_18_h1_max_lifetime,layer_18_h1_total_persistence,layer_19_mtop_div,layer_19_h0_max_lifetime,layer_19_h0_total_persistence,layer_19_h1_max_lifetime,layer_19_h1_total_persistence,layer_20_mtop_div,layer_20_h0_max_lifetime,layer_20_h0_total_persistence,layer_20_h1_max_lifetime,layer_20_h1_total_persistence,layer_21_mtop_div,layer_21_h0_max_lifetime,layer_21_h0_total_persistence,layer_21_h1_max_lifetime,layer_21_h1_total_persistence,layer_22_mtop_div,layer_22_h0_max_lifetime,layer_22_h0_total_persistence,layer_22_h1_max_lifetime,layer_22_h1_total_persistence,layer_23_mtop_div,layer_23_h0_max_lifetime,layer_23_h0_total_persistence,layer_23_h1_max_lifetime,layer_23_h1_total_persistence,layer_24_mtop_div,layer_24_h0_max_lifetime,layer_24_h0_total_persistence,layer_24_h1_max_lifetime,layer_24_h1_total_persistence,layer_25_mtop_div,layer_25_h0_max_lifetime,layer_25_h0_total_persistence,layer_25_h1_max_lifetime,layer_25_h1_total_persistence,layer_26_mtop_div,layer_26_h0_max_lifetime,layer_26_h0_total_persistence,layer_26_h1_max_lifetime,layer_26_h1_total_persistence,layer_27_mtop_div,layer_27_h0_max_lifetime,layer_27_h0_total_persistence,layer_27_h1_max_lifetime,layer_27_h1_total_persistence,layer_28_mtop_div,layer_28_h0_max_lifetime,layer_28_h0_total_persistence,layer_28_h1_max_lifetime,layer_28_h1_total_persistence,layer_29_mtop_div,layer_29_h0_max_lifetime,layer_29_h0_total_persistence,layer_29_h1_max_lifetime,layer_29_h1_total_persistence,layer_30_mtop_div,layer_30_h0_max_lifetime,layer_30_h0_total_persistence,layer_30_h1_max_lifetime,layer_30_h1_total_persistence,layer_31_mtop_div,layer_31_h0_max_lifetime,layer_31_h0_total_persistence,layer_31_h1_max_lifetime,layer_31_h1_total_persistence
0,grounded,31,0.72021484375,13.034144043922424,0.9493883848190308,26.206517219543457,0.006262540817260742,0.012168943881988525,11.041068196296692,0.8581185340881348,21.591244995594025,0.00852888822555542,0.015244364738464355,11.782810986042023,0.8872842788696289,22.827572107315063,0.02687525749206543,0.05485326051712036,1.5423622131347656,0.16756439208984375,3.30377197265625,0.0,0.0,1.3673133850097656,0.161956787109375,2.9025039672851562,0.0,0.0,1.5736885070800781,0.1478424072265625,3.2311134338378906,0.0,0.0,1.8005905151367188,0.208038330078125,3.666004180908203,0.0,0.0,2.2275524139404297,0.23828506469726562,4.4076690673828125,0.0,0.0,2.843463897705078,0.3456153869628906,5.402000427246094,0.0,0.0,3.7855911254882812,0.3751258850097656,6.950558662414551,0.0,0.0,3.8208985328674316,0.4364199638366699,6.906845569610596,0.0,0.0,4.138860702514648,0.47452735900878906,7.261686325073242,0.0,0.0,3.86272931098938,0.452409029006958,6.979433298110962,0.0,0.0,4.09712290763855,0.4511094093322754,6.789997816085815,0.0,0.0,4.774084091186523,0.5356121063232422,8.431102752685547,0.0,0.0,4.927597522735596,0.5660629272460938,8.407556056976318,0.0,0.0,4.215004920959473,0.4765205383300781,7.467795372009277,0.0,0.0,4.188518524169922,0.5199203491210938,7.295046329498291,0.0,0.0,4.606613397598267,0.5299224853515625,8.279964685440063,0.0,0.0,3.6399965286254883,0.42745018005371094,6.8695762157440186,0.0,0.0,3.5445876121520996,0.4031233787536621,6.153407096862793,0.0,0.0,3.4604501724243164,0.4098529815673828,6.505690574645996,0.0,0.0,3.697885513305664,0.4273233413696289,6.622926712036133,0.0,0.0,2.3613882064819336,0.31405162811279297,4.682099342346191,0.0,0.0,3.269476890563965,0.41515636444091797,6.241570174694061,0.0,0.0,2.5271332263946533,0.35782623291015625,5.400730848312378,0.0,0.0,3.50671648979187,0.4002971649169922,6.626417875289917,0.0,0.0,2.3194692134857178,0.3194389343261719,4.9339218735694885,0.0,0.0,3.4217944741249084,0.45827293395996094,7.05671364068985,0.0,0.0,3.724448323249817,0.4638833999633789,7.320308804512024,0.0,0.0,3.9288118481636047,0.4049501419067383,8.206861317157745,0.0,0.0,5.317670226097107,0.5405364632606506,10.416669368743896,0.0,0.0
0,hallucinated,28,0.6943359375,10.227250695228577,0.9419441223144531,23.39962387084961,0.006262540817260742,0.011879265308380127,8.57443505525589,0.8444516062736511,19.11094492673874,0.016500890254974365,0.03417646884918213,9.097020387649536,0.8651700019836426,20.141781508922577,0.046593666076660156,0.0855591893196106,1.1893348693847656,0.14577865600585938,2.95074462890625,0.0,0.0,1.143524169921875,0.161956787109375,2.6787147521972656,0.0,0.0,1.2669754028320312,0.14359283447265625,2.9244003295898438,0.0,0.0,1.5069084167480469,0.208038330078125,3.3723220825195312,0.0,0.0,1.8948259353637695,0.23828506469726562,4.074942588806152,0.0,0.0,2.5084428787231445,0.3438692092895508,5.06697940826416,0.0,0.0,3.4066267013549805,0.4047050476074219,6.57159423828125,0.0,0.0,3.6760315895080566,0.5091605186462402,6.761978626251221,0.0,0.0,4.011244297027588,0.5367755889892578,7.134069919586182,0.0,0.0,4.109936714172363,0.5429449081420898,7.226640701293945,0.0,0.0,4.134570121765137,0.5260047912597656,6.827445030212402,0.0,0.0,4.597918510437012,0.5483875274658203,8.254937171936035,0.0,0.0,4.58497428894043,0.6149997711181641,8.064932823181152,0.0,0.0,3.693685531616211,0.5120620727539062,6.946475982666016,0.0,0.0,3.766918420791626,0.5063018798828125,6.873446226119995,0.0,0.0,4.14543229341507,0.5025215148925781,7.8187835812568665,0.0,0.0,3.2329288125038147,0.3750190734863281,6.462508499622345,0.0,0.0,2.8974547386169434,0.3766212463378906,5.506274223327637,0.0,0.0,2.604006767272949,0.3520050048828125,5.649247169494629,0.0,0.0,3.077052116394043,0.4273233413696289,6.002093315124512,0.0,0.0,2.119450569152832,0.2628517150878906,4.44016170501709,0.0,0.0,2.377142906188965,0.3193359375,5.349236190319061,0.0,0.0,2.1569344997406006,0.35782623291015625,5.030532121658325,0.0,0.0,2.5943524837493896,0.4002971649169922,5.7140538692474365,0.0,0.0,1.922252595424652,0.3194389343261719,4.536705255508423,0.0,0.0,2.8346123695373535,0.45827293395996094,6.469531536102295,0.0,0.0,3.008932590484619,0.47748661041259766,6.604793071746826,0.0,0.0,3.349415898323059,0.4631972312927246,7.6274653673172,0.0,0.0,4.259224057197571,0.5229704976081848,9.35822319984436,0.0,0.0
1,grounded,18,0.63134765625,7.235537469387054,0.9280897378921509,14.206749498844147,0.0024254322052001953,0.0024254322052001953,5.486964762210846,0.833768904209137,11.111220896244049,0.01631343364715576,0.03146243095397949,6.163524031639099,0.8195247650146484,12.094214081764221,0.0066318511962890625,0.0066318511962890625,0.9117965698242188,0.1751861572265625,1.8163375854492188,0.0,0.0,0.9098777770996094,0.14788818359375,1.80401611328125,0.0,0.0,1.130213737487793,0.23069477081298828,2.059734344482422,0.0,0.0,1.1363964080810547,0.2314910888671875,2.052846908569336,0.0,0.0,1.519155502319336,0.2598304748535156,2.751585006713867,0.0,0.0,1.6791305541992188,0.35105133056640625,3.0335006713867188,0.0,0.0,1.9425849914550781,0.3381004333496094,3.703439712524414,0.0,0.0,1.9700202941894531,0.3381309509277344,3.3491768836975098,0.0,0.0,2.175922393798828,0.3312835693359375,3.8543739318847656,0.0,0.0,1.7329559326171875,0.2687034606933594,3.309454917907715,0.0,0.0,2.0974388122558594,0.3430976867675781,3.5857725143432617,0.0,0.0,2.3698697090148926,0.3774375915527344,4.283299922943115,0.0,0.0,2.6903514862060547,0.4545021057128906,4.480581283569336,0.0,0.0,2.2245521545410156,0.4363746643066406,3.946208953857422,0.0,0.0,2.2460198402404785,0.39220142364501953,3.7114005088806152,0.0,0.0,2.923246145248413,0.45138978958129883,4.797380208969116,0.0,0.0,2.503978729248047,0.41481590270996094,4.347667217254639,0.0,0.0,2.472787857055664,0.37760162353515625,4.044895648956299,0.0,0.0,2.3721799850463867,0.40590953826904297,3.868130683898926,0.0,0.0,2.2799129486083984,0.39757347106933594,3.930220603942871,0.0,0.0,1.7506446838378906,0.32655906677246094,3.2666523456573486,0.0,0.0,2.077177047729492,0.32738590240478516,3.703068256378174,0.0,0.0,1.7730205059051514,0.32427978515625,3.415956735610962,0.0,0.0,1.960784912109375,0.35741424560546875,3.568754196166992,0.0,0.0,1.5782318115234375,0.28867530822753906,3.148998498916626,0.0,0.0,2.214510440826416,0.44210243225097656,4.217773675918579,0.0,0.0,2.074260711669922,0.41153597831726074,4.0772788524627686,0.0,0.0,2.398653745651245,0.36701202392578125,4.645604610443115,0.0,0.0,2.7295690774917603,0.42508161067962646,5.418929100036621,0.0,0.0
1,hallucinated,17,0.640625,6.297917723655701,0.9210692644119263,13.269129753112793,0.0006465911865234375,0.0006465911865234375,4.415283620357513,0.833768904209137,10.039539754390717,0.01631343364715576,0.024498701095581055,4.947102308273315,0.795088529586792,10.877792358398438,0.0066318511962890625,0.0066318511962890625,0.739288330078125,0.14536285400390625,1.643829345703125,0.0,0.0,0.7875251770019531,0.1431427001953125,1.6816635131835938,0.0,0.0,0.922264575958252,0.25479936599731445,1.8517851829528809,0.0,0.0,0.8408265113830566,0.14814376831054688,1.757277011871338,0.0,0.0,1.1190261840820312,0.2042217254638672,2.3514556884765625,0.0,0.0,1.4207286834716797,0.32452964782714844,2.7750988006591797,0.0,0.0,1.5226936340332031,0.3194580078125,3.283548355102539,0.0,0.0,1.6728298664093018,0.368732213973999,3.0519864559173584,0.0,0.0,1.8536529541015625,0.3859233856201172,3.5321044921875,0.0,0.0,1.5653762817382812,0.32681941986083984,3.1418752670288086,0.0,0.0,1.7349929809570312,0.3494424819946289,3.2233266830444336,0.0,0.0,2.046494722366333,0.38526129722595215,3.9599249362945557,0.0,0.0,2.1145524978637695,0.4275646209716797,3.904782295227051,0.0,0.0,1.853555679321289,0.3445320129394531,3.5752124786376953,0.0,0.0,1.4830913543701172,0.34044551849365234,2.948472023010254,0.0,0.0,1.9995644092559814,0.38913488388061523,3.8736984729766846,0.0,0.0,1.8601264953613281,0.41481590270996094,3.70381498336792,0.0,0.0,1.9136028289794922,0.363893985748291,3.485710620880127,0.0,0.0,1.4986610412597656,0.3584709167480469,2.9946117401123047,0.0,0.0,1.6768779754638672,0.330686092376709,3.32718563079834,0.0,0.0,1.1387958526611328,0.27846860885620117,2.654803514480591,0.0,0.0,1.5593986511230469,0.2967033386230469,3.1852898597717285,0.0,0.0,1.177210807800293,0.32427978515625,2.8201470375061035,0.0,0.0,1.3868961334228516,0.35741424560546875,2.9948654174804688,0.0,0.0,1.1976337432861328,0.28867530822753906,2.7684004306793213,0.0,0.0,1.5764408111572266,0.44210243225097656,3.5797040462493896,0.0,0.0,1.6101455688476562,0.41153597831726074,3.613163709640503,0.0,0.0,1.8167829513549805,0.34857940673828125,4.063733816146851,0.0,0.0,2.319341778755188,0.45312219858169556,5.008701801300049,0.0,0.0
2,grounded,27,0.7431640625,15.61573725938797,0.9465241432189941,22.526175796985626,0.0,0.0,11.316035032272339,0.8238645792007446,16.912033140659332,0.029451489448547363,0.06087976694107056,13.422761082649231,0.8747013807296753,19.37915426492691,0.016971588134765625,0.016971588134765625,1.9133148193359375,0.199310302734375,2.7392845153808594,0.0,0.0,1.6898002624511719,0.14057159423828125,2.364482879638672,0.0,0.0,1.7117462158203125,0.1330718994140625,2.4619064331054688,0.0,0.0,1.7871246337890625,0.15496826171875,2.5851287841796875,0.0,0.0,2.791780471801758,0.2536344528198242,4.000360488891602,0.0,0.0,2.9874935150146484,0.2609977722167969,4.205228805541992,0.0,0.0,4.340968132019043,0.33051300048828125,5.966921806335449,0.0,0.0,3.7510342597961426,0.33434104919433594,5.062611103057861,0.0,0.0,4.426754951477051,0.4000434875488281,6.071686744689941,0.0,0.0,3.9585113525390625,0.3487205505371094,5.339394569396973,0.0,0.0,4.923644065856934,0.4112415313720703,6.377432823181152,0.0,0.0,5.849674224853516,0.5319561958312988,7.621355056762695,0.0,0.0,6.617406845092773,0.5211830139160156,8.692384719848633,0.0,0.0,5.015995502471924,0.3979644775390625,6.648721218109131,0.0,0.0,5.5246124267578125,0.43682098388671875,7.461809158325195,0.0,0.0,5.498004674911499,0.4557456970214844,7.643707036972046,0.0,0.0,4.38953971862793,0.3600311279296875,6.217733383178711,0.0,0.0,4.253543257713318,0.3584280014038086,5.829727530479431,0.0,0.0,4.123595237731934,0.315643310546875,5.708748817443848,0.0,0.0,4.063359498977661,0.37453651428222656,5.664442300796509,0.0,0.0,3.5232620239257812,0.2965049743652344,4.99992561340332,0.0,0.0,4.2578131556510925,0.3421745300292969,6.056934058666229,0.0,0.0,3.0516350269317627,0.30261802673339844,4.489199876785278,0.0,0.0,3.932299852371216,0.3806724548339844,5.715474367141724,0.0,0.0,2.939807415008545,0.27365589141845703,4.63766884803772,0.0,0.0,3.87786066532135,0.4256629943847656,6.037789702415466,0.0,0.0,4.7469295263290405,0.4754762649536133,6.783572554588318,0.0,0.0,5.2607128620147705,0.4338836669921875,7.591821908950806,0.0,0.0,6.508819878101349,0.5333079099655151,9.455973148345947,0.0,0.0
2,hallucinated,23,0.705078125,11.790218472480774,0.940057635307312,18.70065701007843,0.0,0.0,9.248513162136078,0.8238617777824402,14.84452372789383,0.029451489448547363,0.060885488986968994,8.85057258605957,0.9045047760009766,14.806988894939423,0.017124652862548828,0.035513222217559814,4.070241570472717,0.5941177606582642,4.896249413490295,0.0,0.0,3.9589920043945312,0.5809860229492188,4.633186340332031,0.0,0.0,3.697052001953125,0.4681663513183594,4.447456359863281,0.0,0.0,2.9308319091796875,0.357421875,3.7288818359375,0.0,0.0,3.276202917098999,0.45407938957214355,4.484412908554077,0.0,0.0,2.3208701610565186,0.3221709728240967,3.5382468700408936,0.0,0.0,3.216960906982422,0.3305702209472656,4.842275619506836,0.0,0.0,2.9323606491088867,0.33444786071777344,4.243556022644043,0.0,0.0,3.4333152770996094,0.3996696472167969,5.077548980712891,0.0,0.0,2.611302375793457,0.3399515151977539,3.9922561645507812,0.0,0.0,3.559795379638672,0.3932819366455078,5.013862609863281,0.0,0.0,3.848038673400879,0.4012289047241211,5.619072914123535,0.0,0.0,4.347019195556641,0.5006179809570312,6.422538757324219,0.0,0.0,3.519987106323242,0.4002189636230469,5.153548240661621,0.0,0.0,4.16705322265625,0.47063159942626953,6.104067802429199,0.0,0.0,4.1722731590271,0.4870491027832031,6.3185954093933105,0.0,0.0,3.3458023071289062,0.359466552734375,5.1734232902526855,0.0,0.0,3.193514585494995,0.35852813720703125,4.7695701122283936,0.0,0.0,2.865100860595703,0.3512992858886719,4.450157165527344,0.0,0.0,3.0955803394317627,0.3742942810058594,4.696327447891235,0.0,0.0,2.378938674926758,0.2965240478515625,3.8554131984710693,0.0,0.0,3.0791893005371094,0.34261512756347656,4.8785719871521,0.0,0.0,2.024015426635742,0.25102996826171875,3.461967945098877,0.0,0.0,2.683661937713623,0.3875861167907715,4.467419147491455,0.0,0.0,2.0414376258850098,0.27396106719970703,3.739757776260376,0.0,0.0,2.8764045238494873,0.42552757263183594,5.037398338317871,0.0,0.0,3.2621078491210938,0.4373750686645508,5.3003740310668945,0.0,0.0,3.72882080078125,0.4314596652984619,6.0596923828125,0.0,0.0,5.19471949338913,0.5617907643318176,8.141133964061737,0.0,0.0
3,grounded,33,0.77978515625,14.867881655693054,0.9522446393966675,28.031181275844574,0.006257295608520508,0.009631514549255371,13.400073945522308,0.8638953566551208,23.861516654491425,0.033486783504486084,0.03873622417449951,12.016721665859222,0.8376607894897461,21.359179437160492,0.03918701410293579,0.049267351627349854,1.9589252471923828,0.18242645263671875,3.840869903564453,0.0,0.0,1.5690536499023438,0.1504669189453125,3.087177276611328,0.0,0.0,1.9278507232666016,0.18160438537597656,3.6342639923095703,0.0,0.0,1.9682178497314453,0.19397735595703125,3.690134048461914,0.0,0.0,2.890517234802246,0.23818206787109375,5.209586143493652,0.0,0.0,3.5874555110931396,0.31876373291015625,6.120593786239624,0.0,0.0,4.358852386474609,0.34261322021484375,7.895280838012695,0.0,0.0,4.835855960845947,0.3842649459838867,7.731359958648682,0.0,0.0,5.233783721923828,0.4634590148925781,8.303583145141602,0.0,0.0,4.419558048248291,0.40094614028930664,7.503280162811279,0.0,0.0,5.379345417022705,0.44293212890625,8.58974027633667,0.0,0.0,5.452291488647461,0.45046424865722656,9.25238037109375,0.0,0.0,5.673592567443848,0.4907417297363281,9.394026756286621,0.0,0.0,4.880307197570801,0.42506885528564453,8.436638832092285,0.0,0.0,4.898064136505127,0.43824243545532227,8.100878238677979,0.0,0.0,5.147772789001465,0.4296531677246094,8.951387405395508,0.0,0.0,5.279203295707703,0.5060849189758301,8.607828497886658,0.0,0.0,5.012511491775513,0.4197263717651367,8.14833664894104,0.0,0.0,4.424931764602661,0.45633435249328613,7.317971467971802,0.0,0.0,4.036260604858398,0.43328857421875,6.667728424072266,0.0,0.0,3.0120582580566406,0.34380340576171875,5.669994831085205,0.0,0.0,3.7302662134170532,0.33550453186035156,6.465316414833069,0.0,0.0,2.880694031715393,0.3297271728515625,5.649587273597717,0.0,0.0,3.315037965774536,0.34401702880859375,6.1672890186309814,0.0,0.0,2.527583122253418,0.27721595764160156,4.842447817325592,0.0,0.0,3.772951364517212,0.4365043640136719,7.362675189971924,0.0,0.0,4.2572139501571655,0.47954273223876953,7.943618297576904,0.0,0.0,4.635284185409546,0.48933982849121094,9.05528473854065,0.0,0.0,6.070594668388367,0.5674656629562378,11.500768065452576,0.0,0.0
3,hallucinated,32,0.7763671875,13.936649322509766,0.9479269981384277,27.099948942661285,0.006257295608520508,0.011901259422302246,12.57499611377716,0.8638953566551208,23.036438822746277,0.033486783504486084,0.03873622417449951,11.21432512998581,0.822331428527832,20.55678290128708,0.03918701410293579,0.055725157260894775,1.8449115753173828,0.18242645263671875,3.726856231689453,0.0,0.0,1.492584228515625,0.1504669189453125,3.0107078552246094,0.0,0.0,1.8427734375,0.18160438537597656,3.5491867065429688,0.0,0.0,1.948373794555664,0.19397735595703125,3.670289993286133,0.0,0.0,2.8202733993530273,0.23818206787109375,5.139342308044434,0.0,0.0,3.488189458847046,0.31876373291015625,6.02132773399353,0.0,0.0,4.0336151123046875,0.34261322021484375,7.570043563842773,0.0,0.0,4.526957035064697,0.3842649459838867,7.422461032867432,0.0,0.0,4.984920501708984,0.4634590148925781,8.054719924926758,0.0,0.0,4.121114253997803,0.40094614028930664,7.204836368560791,0.0,0.0,5.124475955963135,0.44293212890625,8.3348708152771,0.0,0.0,5.045644760131836,0.45046424865722656,8.845733642578125,0.0,0.0,5.351105690002441,0.4907417297363281,9.071539878845215,0.0,0.0,4.654278755187988,0.42506885528564453,8.210610389709473,0.0,0.0,4.722200870513916,0.43824243545532227,7.925014972686768,0.0,0.0,4.949654579162598,0.4296531677246094,8.75326919555664,0.0,0.0,5.041906237602234,0.5060849189758301,8.370531439781189,0.0,0.0,4.8771889209747314,0.4197263717651367,8.013014078140259,0.0,0.0,4.349812746047974,0.45633435249328613,7.242852449417114,0.0,0.0,3.853264808654785,0.43328857421875,6.484732627868652,0.0,0.0,2.931529998779297,0.34380340576171875,5.589466571807861,0.0,0.0,3.6296640634536743,0.33550453186035156,6.36471426486969,0.0,0.0,2.794939637184143,0.3297271728515625,5.563832879066467,0.0,0.0,3.1834003925323486,0.34401702880859375,6.035651445388794,0.0,0.0,2.492886543273926,0.27721595764160156,4.8077512383461,0.0,0.0,3.5988895893096924,0.4365043640136719,7.188613414764404,0.0,0.0,4.16396176815033,0.47954273223876953,7.850366115570068,0.0,0.0,4.320494890213013,0.48933982849121094,8.740495443344116,0.0,0.0,5.688913345336914,0.4731566905975342,11.119086742401123,0.0,0.0
4,grounded,32,0.61767578125,14.89169055223465,0.9495429992675781,27.15341466665268,0.00017762184143066406,0.00017762184143066406,12.855256021022797,0.8526991009712219,22.898506462574005,0.05036795139312744,0.09208923578262329,13.295412421226501,0.8744738101959229,23.655839025974274,0.04970884323120117,0.2572539448738098,2.2461395263671875,0.19702911376953125,3.9650745391845703,0.0,0.0,1.6491546630859375,0.16429901123046875,3.0278396606445312,0.0,0.0,2.006175994873047,0.175201416015625,3.5208816528320312,0.0,0.0,2.2924880981445312,0.1898193359375,4.030902862548828,0.0,0.0,3.018575668334961,0.2659111022949219,5.055418014526367,0.0,0.0,3.420562744140625,0.2737274169921875,5.816608428955078,0.0,0.0,4.277072906494141,0.3324394226074219,7.235359191894531,0.0,0.0,4.498800277709961,0.3255767822265625,6.935853958129883,0.0,0.0,4.932077407836914,0.382476806640625,7.580366134643555,0.0,0.0,4.5256805419921875,0.33441925048828125,7.05474853515625,0.0,0.0,4.969302654266357,0.3891019821166992,7.195769786834717,0.0,0.0,5.820829391479492,0.4488868713378906,8.860691547393799,0.0,0.0,7.643182754516602,0.5900402069091797,10.6275315284729,0.0,0.0,6.224379062652588,0.526885986328125,9.200806140899658,0.0,0.0,6.4037511348724365,0.5455266237258911,9.039265394210815,0.0,0.0,6.109498500823975,0.49547386169433594,9.516136169433594,0.0,0.0,5.014015197753906,0.3847236633300781,8.08719778060913,0.0,0.0,4.277160167694092,0.36411285400390625,6.453341960906982,0.0,0.0,5.559633731842041,0.452789306640625,8.430429935455322,0.0,0.0,4.863536834716797,0.42022705078125,7.646915435791016,0.0,0.0,3.4642109870910645,0.2734031677246094,5.688241958618164,0.0,0.0,4.162830829620361,0.33570003509521484,6.797123432159424,0.0,0.0,3.002347946166992,0.2940483093261719,5.445316314697266,0.0,0.0,4.063386917114258,0.3806324005126953,6.714873313903809,0.0,0.0,3.1146912574768066,0.2738189697265625,5.54852831363678,0.0,0.0,4.030912458896637,0.37223052978515625,6.994110643863678,0.0,0.0,4.865894317626953,0.4333686828613281,7.743926048278809,0.0,0.0,5.3317950963974,0.39003610610961914,8.964248061180115,0.0,0.0,6.15937864780426,0.4479137063026428,10.836807787418365,0.0,0.0
4,hallucinated,30,0.66162109375,13.004906117916107,0.949373722076416,25.266630232334137,0.0,0.0,11.110583305358887,0.845069169998169,21.153833746910095,0.05036795139312744,0.10329896211624146,11.509511947631836,0.8503444194793701,21.859726071357727,0.05875504016876221,0.2886202931404114,1.8678817749023438,0.19527816772460938,3.5867671966552734,0.0,0.0,1.40509033203125,0.164520263671875,2.7839813232421875,0.0,0.0,1.7589797973632812,0.17081069946289062,3.2737083435058594,0.0,0.0,2.1209888458251953,0.22076988220214844,3.859342575073242,0.0,0.0,2.4486770629882812,0.2510948181152344,4.485263824462891,0.0,0.0,3.040454864501953,0.3715972900390625,5.436332702636719,0.0,0.0,3.8643951416015625,0.3659553527832031,6.8224639892578125,0.0,0.0,4.001079559326172,0.38195037841796875,6.438140869140625,0.0,0.0,4.451046943664551,0.4968986511230469,7.099328994750977,0.0,0.0,4.117729187011719,0.4144096374511719,6.646465301513672,0.0,0.0,4.447111368179321,0.4526844024658203,6.6741392612457275,0.0,0.0,4.922004699707031,0.4343376159667969,7.961820125579834,0.0,0.0,6.029908895492554,0.5885114669799805,9.013248682022095,0.0,0.0,5.1704254150390625,0.49663734436035156,8.14675521850586,0.0,0.0,5.263089418411255,0.5477924346923828,7.898061513900757,0.0,0.0,5.2821736335754395,0.4777107238769531,8.688499450683594,0.0,0.0,4.974053382873535,0.5122365951538086,8.047832012176514,0.0,0.0,3.8023316860198975,0.36582088470458984,5.978487730026245,0.0,0.0,4.5206193923950195,0.48250579833984375,7.391526222229004,0.0,0.0,4.058879852294922,0.44286346435546875,6.843005180358887,0.0,0.0,2.8852710723876953,0.2998161315917969,5.109429836273193,0.0,0.0,3.220787286758423,0.34296369552612305,5.855406045913696,0.0,0.0,2.713679313659668,0.2939872741699219,5.157074928283691,0.0,0.0,3.141270160675049,0.3550682067871094,5.791696071624756,0.0,0.0,2.641390085220337,0.27413177490234375,5.075009703636169,0.0,0.0,3.2647695541381836,0.3721294403076172,6.2271575927734375,0.0,0.0,3.619452476501465,0.4042472839355469,6.497450828552246,0.0,0.0,4.213527202606201,0.3704261779785156,7.846969127655029,0.0,0.0,5.21233206987381,0.47228479385375977,9.89034515619278,0.0,0.0
